negeri,kod_pusat,institusi,program,kod_noss,kategori,tahap,status,alamat,telefon,emel,idpb,utama,ptk
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN",PROSES KIMPALAN ARKA LOGAM BERPERISAI,C259-008-3:2022,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN",Pemasangan & Penyelenggaraan Elektrik-Tiga Fasa,EE-320-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN",Pemasangan dan Penyelenggaraan Elektrik Tiga Fasa,F432-005-3:2019,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN","Pemasangan dan Penyelenggaraan Satu Fasa Penyamanan Udara, Pengudaraan, Pemanasan (HVAC)",F432-007-3:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN",Pembinaan Bangunan Residensi,BC-030-3:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN",Pentadbiran Pejabat,N821-001-3:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN",Penyeliaan Operasi Pembinaan Bangunan,F410-001-3:2019,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN",Penyeliaan Pemasangan & Penyelenggaraan HVAC,ME-020-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN",Penyeliaan Pengurusan Pejabat,FB-024-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN",Penyeliaan dan Pengesanan Kerosakan Komponen dan Papan Elektronik,C261-001-3:2020,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN",Proses Kimpalan Arka Kepingan Logam,MC-024-3:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN",SERVIS DIAGNOSTIK – KENDERAAN RINGAN,G452-002-3:2018,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05051,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, ROMPIN","Troubleshooting, Pembaikpulihan & Penyelenggaraan Peralatan Elektronik",EE-021-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KOLEJ VOKASIONAL SULTAN AHMAD SHAH, JALAN ROMPIN-ENDAU,",094146622,cha8001@moe.edu.my,504,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,Automotif-Servis Selepas Jualan,TP-300-3:2013,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,OPERASI PEMESINAN CNC,C259-006-3:2020,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,Operasi Pemesinan,MC-050-3:2015,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,Pemasangan & Penyelenggaraan Elektrik-Tiga Fasa,EE-320-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,Pemasangan dan Penyelenggaraan Elektrik Tiga Fasa,F432-005-3:2019,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,"Pemasangan dan Penyelenggaraan Satu Fasa Penyamanan Udara, Pengudaraan, Pemanasan (HVAC)",F432-007-3:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,Pembinaan Bangunan Residensi,BC-030-3:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,Penyeliaan Operasi Pembinaan Bangunan,F410-001-3:2019,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,Penyeliaan Pemasangan & Penyelenggaraan HVAC,ME-020-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,Penyeliaan dan Pengesanan Kerosakan Komponen dan Papan Elektronik,C261-001-3:2020,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,Proses Kimpalan Arka Kepingan Logam,MC-024-3:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,SERVIS DIAGNOSTIK – KENDERAAN RINGAN,G452-002-3:2018,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05032,KOLEJ VOKASIONAL SULTAN HJ AHMAD SHAH,"Troubleshooting, Pembaikpulihan & Penyelenggaraan Peralatan Elektronik",EE-021-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KM 13, JLN LIPIS BENTA 27200 KUALA LIPIS PAHANG",09-3227955,cha3002@moe.edu.my,502,False,False
PAHANG,K05029,KOLEJ VOKASIONAL TEMERLOH,Automotif-Servis Selepas Jualan,TP-300-3:2013,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,JALAN SANGGANG 28000 TEMERLOH PAHANG,09-2846344,cke7134.smvtemerloh@gmail.com,500,False,False
PAHANG,K05029,KOLEJ VOKASIONAL TEMERLOH,Pemasangan & Penyelenggaraan Elektrik-Tiga Fasa,EE-320-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,JALAN SANGGANG 28000 TEMERLOH PAHANG,09-2846344,cke7134.smvtemerloh@gmail.com,500,False,False
PAHANG,K05029,KOLEJ VOKASIONAL TEMERLOH,Pemasangan dan Penyelenggaraan Elektrik Tiga Fasa,F432-005-3:2019,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,JALAN SANGGANG 28000 TEMERLOH PAHANG,09-2846344,cke7134.smvtemerloh@gmail.com,500,False,False
PAHANG,K05029,KOLEJ VOKASIONAL TEMERLOH,"Pemasangan dan Penyelenggaraan Satu Fasa Penyamanan Udara, Pengudaraan, Pemanasan (HVAC)",F432-007-3:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,JALAN SANGGANG 28000 TEMERLOH PAHANG,09-2846344,cke7134.smvtemerloh@gmail.com,500,False,False
PAHANG,K05029,KOLEJ VOKASIONAL TEMERLOH,Pembinaan Bangunan Residensi,BC-030-3:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,JALAN SANGGANG 28000 TEMERLOH PAHANG,09-2846344,cke7134.smvtemerloh@gmail.com,500,False,False
PAHANG,K05029,KOLEJ VOKASIONAL TEMERLOH,Penyeliaan Operasi Pembinaan Bangunan,F410-001-3:2019,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,JALAN SANGGANG 28000 TEMERLOH PAHANG,09-2846344,cke7134.smvtemerloh@gmail.com,500,False,False
PAHANG,K05029,KOLEJ VOKASIONAL TEMERLOH,Penyeliaan Pemasangan & Penyelenggaraan HVAC,ME-020-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,JALAN SANGGANG 28000 TEMERLOH PAHANG,09-2846344,cke7134.smvtemerloh@gmail.com,500,False,False
PAHANG,K05029,KOLEJ VOKASIONAL TEMERLOH,Penyeliaan dan Pengesanan Kerosakan Komponen dan Papan Elektronik,C261-001-3:2020,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,JALAN SANGGANG 28000 TEMERLOH PAHANG,09-2846344,cke7134.smvtemerloh@gmail.com,500,False,False
PAHANG,K05029,KOLEJ VOKASIONAL TEMERLOH,Proses Kimpalan Arka Kepingan Logam,MC-024-3:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,JALAN SANGGANG 28000 TEMERLOH PAHANG,09-2846344,cke7134.smvtemerloh@gmail.com,500,False,False
PAHANG,K05029,KOLEJ VOKASIONAL TEMERLOH,SERVIS DIAGNOSTIK – KENDERAAN RINGAN,G452-002-3:2018,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,JALAN SANGGANG 28000 TEMERLOH PAHANG,09-2846344,cke7134.smvtemerloh@gmail.com,500,False,False
PAHANG,K05029,KOLEJ VOKASIONAL TEMERLOH,Setiausaha Korporat Eksekutif,FB-025-3:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,JALAN SANGGANG 28000 TEMERLOH PAHANG,09-2846344,cke7134.smvtemerloh@gmail.com,500,False,False
PAHANG,K05029,KOLEJ VOKASIONAL TEMERLOH,"Troubleshooting, Pembaikpulihan & Penyelenggaraan Peralatan Elektronik",EE-021-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,JALAN SANGGANG 28000 TEMERLOH PAHANG,09-2846344,cke7134.smvtemerloh@gmail.com,500,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,Automotif-Servis Selepas Jualan,TP-300-3:2013,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,OPERASI PEMESINAN CNC,C259-006-3:2020,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,Operasi Pemesinan,MC-050-3:2015,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,PERKHIDMATAN RANGKAIAN KOMPUTER,J619-003-3:2023,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,PROSES KIMPALAN ARKA LOGAM BERPERISAI,C259-008-3:2022,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,Pemasangan & Penyelenggaraan Elektrik-Tiga Fasa,EE-320-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,Pemasangan dan Penyelenggaraan Elektrik Tiga Fasa,F432-005-3:2019,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,"Pemasangan dan Penyelenggaraan Satu Fasa Penyamanan Udara, Pengudaraan, Pemanasan (HVAC)",F432-007-3:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,Pentadbiran Pejabat,N821-001-3:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,Penyeliaan Pemasangan & Penyelenggaraan HVAC,ME-020-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,Penyeliaan Pengurusan Pejabat,FB-024-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,Penyeliaan dan Pengesanan Kerosakan Komponen dan Papan Elektronik,C261-001-3:2020,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,Perkhidmatan Rangkaian Komputer,IT-030-3:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,Proses Kimpalan Arka Kepingan Logam,MC-024-3:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,SERVIS DIAGNOSTIK – KENDERAAN RINGAN,G452-002-3:2018,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K05049,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,"Troubleshooting, Pembaikpulihan & Penyelenggaraan Peralatan Elektronik",EE-021-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"KM 6, JLN KUALA LUMPUR 28700 BENTONG PAHANG",09-2225466,sementa_ict@yahoo.com,503,False,False
PAHANG,K14039,KOLEJ YAYASAN FELDA KAMPUS MEMPAGA,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"TAMAN FELDA JAYA, MEMPAGA, JALAN MEMPAGA MUKIM SABAI,",09-2231 596,kyfmempaga@gmail.com,521,False,False
PAHANG,K14039,KOLEJ YAYASAN FELDA KAMPUS MEMPAGA,Operasi Servis Makanan & Minuman,I561-002-2:2018,Program Micro Credential - Tauliah Sedia Ada,SKM Tahap 2,Aktif,"TAMAN FELDA JAYA, MEMPAGA, JALAN MEMPAGA MUKIM SABAI,",09-2231 596,kyfmempaga@gmail.com,521,False,False
PAHANG,K14039,KOLEJ YAYASAN FELDA KAMPUS MEMPAGA,PEMBUATAN PASTRI,HT-014-2:2011,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"TAMAN FELDA JAYA, MEMPAGA, JALAN MEMPAGA MUKIM SABAI,",09-2231 596,kyfmempaga@gmail.com,521,False,False
PAHANG,K14039,KOLEJ YAYASAN FELDA KAMPUS MEMPAGA,PENYEDIAAN DAN PENGHASILAN MAKANAN,I561-005-2:2022,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"TAMAN FELDA JAYA, MEMPAGA, JALAN MEMPAGA MUKIM SABAI,",09-2231 596,kyfmempaga@gmail.com,521,False,False
PAHANG,K14039,KOLEJ YAYASAN FELDA KAMPUS MEMPAGA,Pembuatan Pastri,HT-014-3:2011,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"TAMAN FELDA JAYA, MEMPAGA, JALAN MEMPAGA MUKIM SABAI,",09-2231 596,kyfmempaga@gmail.com,521,False,False
PAHANG,K14039,KOLEJ YAYASAN FELDA KAMPUS MEMPAGA,Penyediaan & Pembuatan Makanan,HT-012-3:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"TAMAN FELDA JAYA, MEMPAGA, JALAN MEMPAGA MUKIM SABAI,",09-2231 596,kyfmempaga@gmail.com,521,False,False
PAHANG,K14039,KOLEJ YAYASAN FELDA KAMPUS MEMPAGA,Penyeliaan Operasi Makanan & Minuman,I561-002-3:2018,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"TAMAN FELDA JAYA, MEMPAGA, JALAN MEMPAGA MUKIM SABAI,",09-2231 596,kyfmempaga@gmail.com,521,False,False
PAHANG,K14039,KOLEJ YAYASAN FELDA KAMPUS MEMPAGA,Perkhidmatan Penyediaan dan Pembuatan Makanan,HT-012-4:2011,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Sekat Pengambilan,"TAMAN FELDA JAYA, MEMPAGA, JALAN MEMPAGA MUKIM SABAI,",09-2231 596,kyfmempaga@gmail.com,521,False,False
PAHANG,L02731,MALAYSIAN TECHNICAL SKILLS ACADEMY,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"MTSA P2-12 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG P2 DAN P3 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG P6 & P7 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG",092317128,admin@mtsacollege.com,11606,False,False
PAHANG,L02731,MALAYSIAN TECHNICAL SKILLS ACADEMY,PROSES KIMPALAN ARKA LOGAM BERPERISAI,C259-008-3:2022,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"MTSA P2-12 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG P2 DAN P3 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG P6 & P7 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG",092317128,admin@mtsacollege.com,11606,False,False
PAHANG,L02731,MALAYSIAN TECHNICAL SKILLS ACADEMY,Pemasangan dan Penyelenggaraan Elektrik Tiga Fasa,F432-005-3:2019,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"MTSA P2-12 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG P2 DAN P3 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG P6 & P7 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG",092317128,admin@mtsacollege.com,11606,False,False
PAHANG,L02731,MALAYSIAN TECHNICAL SKILLS ACADEMY,Pengasuhan dan Pendidikan Awal Kanak-Kanak,T982-001-3:2017,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"MTSA P2-12 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG P2 DAN P3 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG P6 & P7 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG",092317128,admin@mtsacollege.com,11606,False,False
PAHANG,L02731,MALAYSIAN TECHNICAL SKILLS ACADEMY,Proses Kimpalan Arka Kepingan Logam,MC-024-3:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"MTSA P2-12 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG P2 DAN P3 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG P6 & P7 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG",092317128,admin@mtsacollege.com,11606,False,False
PAHANG,L02731,MALAYSIAN TECHNICAL SKILLS ACADEMY,SERVIS DIAGNOSTIK – KENDERAAN RINGAN,G452-002-3:2018,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,"MTSA P2-12 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG P2 DAN P3 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG P6 & P7 JALAN MEDANG LESTARI TAMAN MEDANG LESTARI 28700 BENTONG, PAHANG",092317128,admin@mtsacollege.com,11606,False,False
PAHANG,K21011,POLITEKNIK SULTAN HAJI AHMAD SHAH,PEMATUHAN HIJAU,Z-050,Program Penuh - Persijilan Mengikut Tahap,Tiada Tahap,Aktif,"SEMAMBU 25350 KUANTAN, PAHANG",09-5655300,pro@polisas.edu.my,12347,False,False
PAHANG,L02791,PROFESSIONAL MUTAWWIF DEVELOPMENT INTERNATIONAL UNIVERSITY COLLEGE - KAMPUS UCYP CITY COLLEGE,Pengurusan Mutawwif Umrah Dan Ziarah,N791-001-4:2016,Program Penuh - Persijilan Tahap Tunggal,Diploma Kemahiran Malaysia,Sekat Pengambilan,"UNIVERSITY COLLEGE OF YAYASAN PAHANG CITY CAMPUS, BUKIT SEKILAU 25200 KUANTAN PAHANG",0197693288,pmdickuantan@pmdic.edu.my,14071,False,False
PAHANG,K10010,PUSAT LATIHAN JAKOA PAYA BUNGOR,PEMBUATAN PAKAIAN WANITA,C141-005-2:2021,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"JALAN KUANTAN - MARAN, 26500 KUANTAN, PAHANG",0196024665,pmk@jakoa.gov.my,18626,False,False
PAHANG,K15004,PUSAT LATIHAN SAWIT MALAYSIA (PLASMA),OPERASI MEKANISASI LADANG SAWIT,A012-004-2:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"PUSAT LATIHAN SAWIT MALAYSIA KERATONG KILOMETER 137, LEBUHRAYA SEGAMAT-KUANTAN BANDAR TUN RAZAK 26900 KERATONG PAHANG",09-4514403,solah@mpob.gov.my,522,False,False
